id_vehicule,marque,modele,annee_circulation,date_circulation,carburant,usage,km_actuel,km_moyen_annuel,date_derniere_revision,km_derniere_revision,jours_depuis_derniere_revision,km_depuis_derniere_revision,nb_revisions_effectuees,intervalle_recommande_jours,intervalle_recommande_km,condition_vehicule,nb_pannes_historique,age_vehicule,taux_utilisation_km,taux_utilisation_jours,revisions_par_an
VEH04103,Citroën,C5 Aircross,2019,2019-12-06,Essence,Personnel,114325,22880,2024-10-19,93264,417,21061,6,365,15000,8,1,5,140.41,114.25,1.2
VEH04104,Citroën,C5 Aircross,2013,2013-09-09,Hybride,Personnel,119519,10316,2025-04-18,106695,236,12824,13,365,15000,7,0,11,85.49,64.66,1.18
VEH04105,Citroën,C4,2020,2020-05-28,Électrique,Professionnel,85244,19928,2024-10-08,66190,428,19054,3,657,24000,8,0,4,79.39,65.14,0.75
VEH04106,Volkswagen,Polo,2020,2020-05-02,Diesel,Personnel,99633,24835,2024-11-20,91260,385,8373,4,365,20000,8,0,4,41.86,105.48,1.0
VEH04107,Opel,Astra,2023,2023-07-14,Diesel,Personnel,28767,25119,2025-05-19,5650,205,23117,1,365,20000,8,0,1,115.58,56.16,1.0
VEH04108,Volkswagen,Golf,2010,2010-01-06,Diesel,Professionnel,182584,12689,2025-05-28,180141,196,2443,15,328,16000,5,1,14,15.27,59.76,1.07
VEH04109,Citroën,C3 Aircross,2010,2010-04-08,Hybride,Personnel,318045,22830,2025-07-18,311392,145,6653,13,365,15000,5,0,14,44.35,39.73,0.93
VEH04110,Seat,Tarraco,2013,2013-10-06,Électrique,Professionnel,314749,28672,2024-12-15,299392,360,15357,11,657,24000,4,1,11,63.99,54.79,1.0
VEH04111,Citroën,Berlingo,2023,2023-07-24,Électrique,Professionnel,19133,12127,2025-07-27,9055,136,10078,1,657,24000,9,0,1,41.99,20.7,1.0
VEH04112,Mercedes,Classe A,2020,2020-08-06,Hybride,Personnel,97908,24877,2024-10-26,75689,410,22219,3,365,15000,6,1,4,148.13,112.33,0.75
VEH04113,Peugeot,508,2018,2018-01-19,Diesel,Personnel,145020,24586,2025-01-27,125514,317,19506,4,365,20000,7,1,6,97.53,86.85,0.67
VEH04114,Citroën,Berlingo,2012,2012-05-25,Essence,Personnel,217195,17900,2024-10-02,211033,434,6162,10,365,15000,4,2,12,41.08,118.9,0.83
VEH04115,Citroën,C4 Cactus,2021,2021-12-23,Essence,Personnel,71553,23871,2025-08-28,64714,104,6839,2,365,15000,8,0,3,45.59,28.49,0.67
VEH04116,Peugeot,5008,2019,2019-10-07,Diesel,Personnel,76739,14091,2025-04-18,66429,236,10310,5,365,20000,7,0,5,51.55,64.66,1.0
VEH04117,Kia,Picanto,2016,2016-01-18,Hybride,Professionnel,168426,21073,2024-10-30,156722,406,11704,9,328,12000,7,0,8,97.53,123.78,1.12
VEH04118,Hyundai,i20,2021,2021-06-27,Diesel,Personnel,71942,23213,2024-09-24,65062,442,6880,3,365,20000,7,0,3,34.4,121.1,1.0
VEH04119,Nissan,Micra,2018,2018-02-07,Essence,Professionnel,82246,12410,2025-11-29,65387,11,16859,4,328,12000,8,0,6,140.49,3.35,0.67
VEH04120,Audi,Q3,2024,2024-06-28,Diesel,Professionnel,3730,9776,2025-08-11,0,121,16176,1,328,16000,10,0,0,101.1,36.89,1.0
VEH04121,Audi,Q5,2024,2024-12-28,Diesel,Flotte,7630,21779,2025-05-30,0,194,13639,1,310,14000,8,0,0,97.42,62.58,1.0
VEH04122,Seat,Ateca,2019,2019-08-13,Diesel,Flotte,50076,10013,2025-09-21,41611,80,8465,5,310,14000,9,1,5,60.46,25.81,1.0
VEH04123,Nissan,Micra,2023,2023-05-08,Essence,Professionnel,30677,22755,2025-11-28,19865,12,10812,1,328,12000,9,1,1,90.1,3.66,1.0
VEH04124,Audi,A4,2016,2016-04-04,Hybride,Personnel,199066,24300,2025-04-04,188167,250,10899,6,365,15000,6,0,8,72.66,68.49,0.75
VEH04125,Mercedes,Classe C,2020,2020-02-26,Essence,Professionnel,114233,27344,2025-08-24,95417,108,18816,4,328,12000,10,0,4,156.8,32.93,1.0
VEH04126,Mercedes,GLC,2013,2013-02-15,Essence,Flotte,204397,18704,2025-11-14,180717,26,23680,11,310,10500,7,2,11,225.52,8.39,1.0
VEH04127,Ford,EcoSport,2013,2013-04-06,Essence,Professionnel,257486,23530,2025-11-18,245708,22,11778,9,328,12000,7,0,11,98.15,6.71,0.82
VEH04128,Audi,Q2,2013,2013-11-23,Diesel,Personnel,194927,17658,2025-10-28,170096,43,24831,12,365,20000,8,0,11,124.15,11.78,1.09
VEH04129,Volkswagen,Arteon,2013,2013-06-09,Diesel,Personnel,256134,22622,2025-10-18,231145,53,24989,14,365,20000,8,1,11,124.94,14.52,1.27
VEH04130,Skoda,Octavia,2015,2015-05-04,Électrique,Professionnel,218676,23884,2025-02-25,197951,288,20725,7,657,24000,6,1,9,86.35,43.84,0.78
VEH04131,Opel,Insignia,2019,2019-12-09,Essence,Personnel,101893,19173,2024-12-13,98532,362,3361,4,365,15000,7,0,5,22.41,99.18,0.8
VEH04132,Audi,A6,2020,2020-02-25,Électrique,Personnel,113823,26487,2025-01-05,94973,339,18850,3,730,30000,7,0,4,62.83,46.44,0.75
VEH04133,Volkswagen,Golf,2024,2024-05-11,Essence,Flotte,3852,16152,2025-06-10,0,183,5270,1,310,10500,8,0,0,50.19,59.03,1.0
VEH04134,Toyota,Camry,2014,2014-07-03,Essence,Personnel,219896,22125,2025-04-25,217541,229,2355,9,365,15000,6,0,10,15.7,62.74,0.9
VEH04135,Kia,Ceed,2016,2016-08-03,Diesel,Personnel,102465,12163,2024-12-07,91957,368,10508,9,365,20000,7,0,8,52.54,100.82,1.12
VEH04136,Citroën,C3,2017,2017-09-27,Hybride,Personnel,194387,27490,2024-09-18,192374,448,2013,8,365,15000,8,0,7,13.42,122.74,1.14
VEH04137,Citroën,C3,2014,2014-02-18,Essence,Professionnel,220690,22091,2025-01-21,212288,323,8402,7,328,12000,5,0,10,70.02,98.48,0.7
VEH04138,Skoda,Karoq,2015,2015-12-23,Diesel,Personnel,239928,26291,2024-12-12,229479,363,10449,11,365,20000,5,0,9,52.24,99.45,1.22
VEH04139,BMW,X1,2013,2013-02-15,Essence,Professionnel,211047,18973,2024-10-17,209008,419,2039,10,328,12000,5,0,11,16.99,127.74,0.91
VEH04140,Seat,Arona,2010,2010-04-20,Diesel,Personnel,324853,23271,2024-09-24,310446,442,14407,13,365,20000,4,2,14,72.04,121.1,0.93
VEH04141,Opel,Crossland,2011,2011-05-05,Diesel,Personnel,263368,19658,2024-11-10,259343,395,4025,12,365,20000,3,2,13,20.12,108.22,0.92
VEH04142,BMW,X5,2015,2015-03-17,Électrique,Personnel,226236,25132,2025-08-25,220439,107,5797,9,730,30000,7,1,9,19.32,14.66,1.0
VEH04143,Skoda,Kamiq,2013,2013-06-18,Essence,Personnel,332888,29992,2025-01-18,311917,326,20971,13,365,15000,5,1,11,139.81,89.32,1.18
VEH04144,Skoda,Karoq,2021,2021-11-19,Hybride,Personnel,37872,12850,2025-06-12,14667,181,23205,2,365,15000,7,0,3,154.7,49.59,0.67
VEH04145,Citroën,C3 Aircross,2017,2017-02-03,Diesel,Personnel,160745,23121,2024-10-13,144419,423,16326,7,365,20000,6,0,7,81.63,115.89,1.0
VEH04146,Volkswagen,T-Roc,2014,2014-06-26,Diesel,Personnel,99573,9561,2024-12-25,78957,350,20616,11,365,20000,6,0,10,103.08,95.89,1.1
VEH04147,Kia,Picanto,2019,2019-10-24,Essence,Personnel,115110,23129,2025-03-09,102182,276,12928,3,365,15000,7,0,5,86.19,75.62,0.6
VEH04148,Kia,Sorento,2014,2014-04-03,Essence,Flotte,188582,18231,2024-12-05,182693,370,5889,9,310,10500,6,0,10,56.09,119.35,0.9
VEH04149,Seat,Ibiza,2019,2019-07-15,Diesel,Flotte,103203,20759,2025-06-24,96531,169,6672,4,310,14000,7,1,5,47.66,54.52,0.8
VEH04150,Kia,Sportage,2012,2012-12-22,Électrique,Professionnel,294086,23888,2024-12-12,276841,363,17245,9,657,24000,5,1,12,71.85,55.25,0.75
VEH04151,Audi,A4,2010,2010-08-26,Diesel,Personnel,418494,29590,2025-02-11,396583,302,21911,15,365,20000,5,0,14,109.56,82.74,1.07
VEH04152,Kia,Picanto,2019,2019-05-01,Essence,Professionnel,119673,23979,2024-10-03,110187,433,9486,3,328,12000,6,0,5,79.05,132.01,0.6
VEH04153,Hyundai,i20,2017,2017-01-17,Essence,Personnel,97310,13011,2025-09-14,90751,87,6559,6,365,15000,8,1,7,43.73,23.84,0.86
VEH04154,Renault,Clio,2012,2012-10-23,Essence,Personnel,233677,19662,2025-10-29,228608,42,5069,13,365,15000,8,0,12,33.79,11.51,1.08
VEH04155,Hyundai,Tucson,2015,2015-06-05,Hybride,Personnel,147855,15885,2025-03-17,139702,268,8153,9,365,15000,5,0,9,54.35,73.42,1.0
VEH04156,Hyundai,Tucson,2015,2015-07-18,Essence,Personnel,157156,17279,2025-09-22,142633,79,14523,11,365,15000,9,0,9,96.82,21.64,1.22
VEH04157,Skoda,Kamiq,2024,2024-12-28,Électrique,Personnel,2613,21578,2025-10-28,0,43,20701,1,730,30000,9,0,0,69.0,5.89,1.0
VEH04158,Citroën,C5 Aircross,2011,2011-04-02,Diesel,Professionnel,157967,11850,2024-10-20,154361,416,3606,11,328,16000,3,1,13,22.54,126.83,0.85
VEH04159,Opel,Corsa,2013,2013-06-21,Électrique,Professionnel,292977,26545,2025-07-05,287086,158,5891,12,657,24000,7,0,11,24.55,24.05,1.09
VEH04160,Nissan,Qashqai,2024,2024-12-21,Hybride,Personnel,4436,9391,2025-10-05,0,66,19925,1,365,15000,10,0,0,132.83,18.08,1.0
VEH04161,Peugeot,Rifter,2016,2016-11-01,Essence,Personnel,185617,22215,2025-08-26,164973,106,20644,8,365,15000,8,0,8,137.63,29.04,1.0
VEH04162,Nissan,Leaf,2011,2011-11-03,Essence,Professionnel,383195,29673,2025-02-25,379205,288,3990,16,328,12000,7,0,13,33.25,87.8,1.23
VEH04163,Nissan,X-Trail,2024,2024-01-25,Diesel,Professionnel,7979,12601,2024-10-20,0,416,13661,1,328,16000,8,0,0,85.38,126.83,1.0
VEH04164,Nissan,Micra,2024,2024-02-20,Électrique,Personnel,100,29478,2025-06-05,0,188,11567,1,730,30000,9,0,0,38.56,25.75,1.0
VEH04165,Opel,Insignia,2016,2016-03-10,Diesel,Personnel,76231,8545,2025-09-11,66644,90,9587,8,365,20000,6,0,8,47.94,24.66,1.0
VEH04166,Nissan,Juke,2019,2019-02-09,Diesel,Personnel,89719,18511,2025-01-24,86265,320,3454,4,365,20000,7,0,5,17.27,87.67,0.8
VEH04167,Citroën,C3 Aircross,2024,2024-07-20,Diesel,Personnel,7073,15914,2025-06-09,0,184,9718,1,365,20000,7,0,0,48.59,50.41,1.0
VEH04168,Seat,Ateca,2013,2013-04-07,Électrique,Personnel,275338,25029,2025-04-17,260756,237,14582,9,730,30000,5,0,11,48.61,32.47,0.82
VEH04169,Renault,Arkana,2012,2012-12-10,Diesel,Professionnel,326056,26890,2025-05-14,306980,210,19076,10,328,16000,5,0,12,119.22,64.02,0.83
VEH04170,Hyundai,Tucson,2021,2021-03-01,Électrique,Professionnel,28244,10406,2024-12-17,22578,358,5666,3,657,24000,7,0,3,23.61,54.49,1.0
VEH04171,Nissan,Juke,2014,2014-05-18,Essence,Personnel,186639,18159,2025-01-30,180013,314,6626,9,365,15000,5,3,10,44.17,86.03,0.9
VEH04172,Ford,Kuga,2010,2010-04-22,Diesel,Personnel,173554,12412,2025-10-09,150199,62,23355,14,365,20000,6,0,14,116.78,16.99,1.0
VEH04173,Hyundai,Santa Fe,2018,2018-04-19,Essence,Personnel,60060,10439,2025-08-16,52295,116,7765,6,365,15000,8,0,6,51.77,31.78,1.0
VEH04174,Ford,Fiesta,2010,2010-03-25,Essence,Professionnel,390514,27577,2025-09-03,369003,98,21511,12,328,12000,7,0,14,179.26,29.88,0.86
VEH04175,Citroën,Berlingo,2013,2013-08-02,Diesel,Flotte,317892,29089,2025-03-23,295994,262,21898,12,310,14000,7,0,11,156.41,84.52,1.09
VEH04176,Citroën,C5 Aircross,2011,2011-08-13,Diesel,Personnel,291081,22071,2024-09-29,271631,437,19450,16,365,20000,4,3,13,97.25,119.73,1.23
VEH04177,Volkswagen,Polo,2014,2014-06-19,Diesel,Personnel,200103,19390,2025-09-01,177165,100,22938,9,365,20000,6,1,10,114.69,27.4,0.9
VEH04178,Opel,Astra,2019,2019-12-11,Essence,Personnel,135553,27603,2025-02-05,114980,308,20573,5,365,15000,8,0,5,137.15,84.38,1.0
VEH04179,Kia,Niro,2016,2016-04-25,Essence,Personnel,188551,22806,2024-12-02,180805,373,7746,7,365,15000,6,1,8,51.64,102.19,0.88
VEH04180,Skoda,Kamiq,2017,2017-07-14,Hybride,Personnel,192714,27121,2024-12-26,180122,349,12592,4,365,15000,7,0,7,83.95,95.62,0.57
VEH04181,BMW,Série 1,2016,2016-08-20,Essence,Personnel,220095,27040,2025-07-10,207049,153,13046,8,365,15000,7,0,8,86.97,41.92,1.0
VEH04182,Seat,Arona,2016,2016-09-15,Essence,Flotte,66813,8091,2025-09-07,50895,94,15918,7,310,10500,8,1,8,151.6,30.32,0.88
VEH04183,Ford,Fiesta,2022,2022-05-23,Hybride,Personnel,45716,21022,2024-09-27,43496,439,2220,1,365,15000,8,0,2,14.8,120.27,0.5
VEH04184,Citroën,C3 Aircross,2015,2015-01-23,Hybride,Personnel,157893,17691,2025-05-01,151233,223,6660,10,365,15000,6,1,9,44.4,61.1,1.11
VEH04185,Citroën,C4,2015,2015-03-04,Essence,Professionnel,127060,14043,2025-02-16,124651,297,2409,10,328,12000,8,0,9,20.08,90.55,1.11
VEH04186,Skoda,Octavia,2024,2024-08-13,Électrique,Personnel,2311,15978,2024-11-27,0,378,5143,1,730,30000,8,0,0,17.14,51.78,1.0
VEH04187,Peugeot,3008,2020,2020-02-05,Hybride,Personnel,112683,27574,2025-07-12,98569,151,14114,3,365,15000,9,0,4,94.09,41.37,0.75
VEH04188,Skoda,Octavia,2015,2015-09-28,Diesel,Personnel,268664,29651,2025-02-11,246705,302,21959,9,365,20000,5,2,9,109.8,82.74,1.0
VEH04189,BMW,Série 3,2015,2015-11-21,Diesel,Personnel,251524,27662,2025-09-18,245151,83,6373,9,365,20000,8,1,9,31.86,22.74,1.0
VEH04190,Opel,Insignia,2010,2010-02-18,Hybride,Personnel,158337,10943,2024-12-24,146444,351,11893,16,365,15000,6,1,14,79.29,96.16,1.14
VEH04191,Volkswagen,Polo,2016,2016-01-19,Électrique,Personnel,213276,25785,2024-11-28,208121,377,5155,8,730,30000,7,1,8,17.18,51.64,1.0
VEH04192,BMW,Série 5,2022,2022-07-21,Électrique,Flotte,29816,11342,2024-12-30,12996,345,16820,1,620,21000,7,0,2,80.1,55.65,0.5
VEH04193,Toyota,RAV4,2022,2022-09-07,Hybride,Personnel,34917,16576,2025-05-31,13243,193,21674,1,365,15000,7,0,2,144.49,52.88,0.5
VEH04194,Ford,Puma,2023,2023-02-17,Essence,Personnel,20060,14126,2025-01-13,4722,331,15338,1,365,15000,7,0,1,102.25,90.68,1.0
VEH04195,BMW,Série 1,2021,2021-06-10,Essence,Personnel,38220,11913,2025-09-30,16356,71,21864,2,365,15000,9,0,3,145.76,19.45,0.67
VEH04196,Renault,Arkana,2023,2023-08-27,Électrique,Professionnel,30191,26981,2024-12-29,27221,346,2970,1,657,24000,8,0,1,12.38,52.66,1.0
VEH04197,Peugeot,308,2022,2022-06-27,Essence,Professionnel,22405,11295,2024-10-08,2646,428,19759,1,328,12000,7,0,2,164.66,130.49,0.5
VEH04198,Kia,Sportage,2019,2019-06-18,Hybride,Personnel,71166,13246,2025-04-07,67148,247,4018,6,365,15000,8,0,5,26.79,67.67,1.2
VEH04199,Peugeot,Rifter,2015,2015-07-19,Diesel,Personnel,271125,30000,2025-01-28,268188,316,2937,9,365,20000,6,0,9,14.68,86.58,1.0
VEH04200,Renault,Clio,2012,2012-12-08,Essence,Personnel,233496,19603,2024-12-29,226991,346,6505,14,365,15000,6,0,12,43.37,94.79,1.17
VEH04201,Opel,Corsa,2015,2015-08-07,Diesel,Flotte,155786,16549,2025-07-20,147407,143,8379,9,310,14000,7,0,9,59.85,46.13,1.0
VEH04202,Opel,Mokka,2021,2021-12-09,Hybride,Professionnel,80614,27407,2025-07-29,60900,134,19714,3,328,12000,9,0,3,164.28,40.85,1.0
VEH04203,Ford,Fiesta,2020,2020-11-23,Essence,Personnel,42421,10864,2024-11-26,32869,379,9552,3,365,15000,6,0,4,63.68,103.84,0.75
VEH04204,Volkswagen,Golf,2014,2014-04-06,Essence,Personnel,168605,17027,2025-01-12,152116,332,16489,11,365,15000,7,0,10,109.93,90.96,1.1
VEH04205,Opel,Grandland,2013,2013-04-24,Diesel,Professionnel,276739,24708,2024-11-07,254545,398,22194,12,328,16000,6,0,11,138.71,121.34,1.09
VEH04206,Renault,Arkana,2018,2018-03-06,Essence,Professionnel,60651,9775,2025-07-09,41643,154,19008,5,328,12000,8,0,6,158.4,46.95,0.83
VEH04207,Ford,Mondeo,2011,2011-07-09,Hybride,Personnel,356465,27206,2025-04-01,350815,253,5650,11,365,15000,6,0,13,37.67,69.32,0.85
VEH04208,Opel,Mokka,2010,2010-01-23,Essence,Personnel,401979,28709,2025-03-14,390324,271,11655,10,365,15000,4,1,14,77.7,74.25,0.71
VEH04209,Kia,Ceed,2023,2023-11-26,Hybride,Personnel,12043,11135,2025-03-22,0,263,18128,1,365,15000,8,0,1,120.85,72.05,1.0
VEH04210,Seat,Arona,2021,2021-11-16,Essence,Personnel,80215,26807,2025-06-13,57273,180,22942,2,365,15000,7,1,3,152.95,49.32,0.67
VEH04211,Audi,A6,2012,2012-03-02,Diesel,Flotte,135415,10677,2025-06-12,128305,181,7110,11,310,14000,5,0,12,50.79,58.39,0.92
VEH04212,Mercedes,GLC,2012,2012-02-03,Essence,Personnel,251924,20627,2025-11-26,229154,14,22770,12,365,15000,7,2,12,151.8,3.84,1.0
VEH04213,Mercedes,Classe A,2017,2017-11-13,Diesel,Professionnel,156906,22178,2024-11-27,134043,378,22863,5,328,16000,7,0,7,142.89,115.24,0.71
VEH04214,Peugeot,Rifter,2021,2021-04-24,Essence,Personnel,54421,18901,2025-01-10,49131,334,5290,3,365,15000,8,0,3,35.27,91.51,1.0
VEH04215,Skoda,Kodiaq,2015,2015-01-19,Essence,Flotte,117327,12344,2025-10-19,98071,52,19256,11,310,10500,9,1,9,183.39,16.77,1.22
VEH04216,Opel,Crossland,2021,2021-10-15,Hybride,Professionnel,40602,12613,2025-07-03,23326,160,17276,3,328,12000,8,0,3,143.97,48.78,1.0
VEH04217,Seat,Arona,2012,2012-11-04,Diesel,Personnel,274974,22672,2025-05-04,265407,220,9567,15,365,20000,6,0,12,47.84,60.27,1.25
VEH04218,Mercedes,GLA,2014,2014-07-23,Essence,Personnel,203926,19898,2025-06-25,184992,168,18934,8,365,15000,7,0,10,126.23,46.03,0.8
VEH04219,Ford,Mondeo,2018,2018-11-26,Électrique,Professionnel,127324,20907,2025-05-20,114904,204,12420,6,657,24000,5,0,6,51.75,31.05,1.0
VEH04220,Peugeot,5008,2024,2024-09-10,Essence,Professionnel,0,13087,2025-08-01,0,131,21528,1,328,12000,10,0,0,179.4,39.94,1.0
VEH04221,Mercedes,Classe E,2013,2013-10-07,Hybride,Flotte,268724,23980,2025-03-28,262383,257,6341,12,310,10500,4,1,11,60.39,82.9,1.09
VEH04222,Mercedes,Classe A,2012,2012-06-25,Hybride,Personnel,96923,8049,2024-09-20,77653,446,19270,9,365,15000,4,1,12,128.47,122.19,0.75
VEH04223,Volkswagen,Arteon,2023,2023-08-05,Diesel,Personnel,13710,9427,2025-07-01,9455,162,4255,1,365,20000,10,0,1,21.28,44.38,1.0
VEH04224,Seat,Ateca,2013,2013-03-08,Diesel,Flotte,309629,27521,2025-02-18,285870,295,23759,13,310,14000,6,0,11,169.71,95.16,1.18
VEH04225,Renault,Scenic,2015,2015-09-07,Hybride,Personnel,265321,28976,2025-05-27,251644,197,13677,10,365,15000,6,1,9,91.18,53.97,1.11
VEH04226,Peugeot,2008,2019,2019-05-26,Diesel,Personnel,99184,20109,2024-11-23,95188,382,3996,5,365,20000,7,0,5,19.98,104.66,1.0
VEH04227,Hyundai,i20,2018,2018-02-04,Diesel,Personnel,173447,27714,2025-07-15,165505,148,7942,7,365,20000,10,0,6,39.71,40.55,1.17
VEH04228,Renault,Kadjar,2014,2014-04-07,Électrique,Personnel,302257,29562,2024-11-14,278765,391,23492,8,730,30000,5,0,10,78.31,53.56,0.8
VEH04229,Opel,Insignia,2017,2017-12-04,Essence,Personnel,196941,27522,2025-09-26,174447,75,22494,8,365,15000,9,1,7,149.96,20.55,1.14
VEH04230,Citroën,C5 Aircross,2022,2022-04-27,Diesel,Professionnel,54589,28533,2025-11-18,32506,22,22083,2,328,16000,9,0,2,138.02,6.71,1.0
VEH04231,Volkswagen,Polo,2012,2012-05-21,Hybride,Professionnel,182474,15451,2024-12-29,163574,346,18900,13,328,12000,6,0,12,157.5,105.49,1.08
VEH04232,Seat,Tarraco,2021,2021-01-16,Diesel,Personnel,34896,11893,2025-10-19,27424,52,7472,3,365,20000,10,0,3,37.36,14.25,1.0
VEH04233,Peugeot,208,2012,2012-05-28,Essence,Professionnel,146156,11653,2025-03-18,122561,267,23595,15,328,12000,5,2,12,196.62,81.4,1.25
VEH04234,Renault,Kadjar,2016,2016-10-19,Hybride,Personnel,227015,28594,2025-06-01,220318,192,6697,6,365,15000,5,0,8,44.65,52.6,0.75
VEH04235,Toyota,Aygo,2019,2019-06-04,Électrique,Professionnel,113476,21966,2025-05-31,109630,193,3846,3,657,24000,7,0,5,16.02,29.38,0.6
VEH04236,Renault,Arkana,2012,2012-08-15,Électrique,Personnel,247256,20774,2025-10-02,223454,69,23802,11,730,30000,6,0,12,79.34,9.45,0.92
VEH04237,Peugeot,208,2010,2010-01-07,Essence,Professionnel,292777,20646,2024-11-11,273167,394,19610,11,328,12000,5,0,14,163.42,120.12,0.79
VEH04238,Nissan,Qashqai,2018,2018-05-28,Hybride,Personnel,144141,22779,2024-10-08,139157,428,4984,7,365,15000,7,0,6,33.23,117.26,1.17
VEH04239,Seat,Ibiza,2024,2024-03-04,Diesel,Personnel,6703,13702,2024-10-14,2155,422,4548,1,365,20000,9,0,0,22.74,115.62,1.0
VEH04240,BMW,Série 1,2011,2011-03-20,Électrique,Professionnel,392290,29750,2025-11-14,383554,26,8736,9,657,24000,5,0,13,36.4,3.96,0.69
VEH04241,Renault,Captur,2010,2010-07-26,Hybride,Personnel,322262,22888,2025-02-18,314547,295,7715,18,365,15000,5,0,14,51.43,80.82,1.29
VEH04242,Kia,Niro,2015,2015-12-22,Hybride,Personnel,159250,17128,2025-05-22,149958,202,9292,6,365,15000,7,1,9,61.95,55.34,0.67
VEH04243,Seat,Ibiza,2013,2013-07-11,Essence,Flotte,172018,15382,2024-11-13,160773,392,11245,10,310,10500,4,2,11,107.1,126.45,0.91
VEH04244,Audi,Q5,2023,2023-07-24,Diesel,Personnel,11860,12118,2025-05-05,0,219,24870,1,365,20000,7,0,1,124.35,60.0,1.0
VEH04245,Kia,Sportage,2022,2022-06-06,Hybride,Personnel,27178,12679,2024-11-25,19585,380,7593,2,365,15000,9,0,2,50.62,104.11,1.0
VEH04246,BMW,X1,2019,2019-08-18,Diesel,Personnel,51766,9723,2025-07-14,42249,149,9517,6,365,20000,10,0,5,47.58,40.82,1.2
VEH04247,Volkswagen,Tiguan,2023,2023-09-20,Diesel,Personnel,24558,23919,2025-10-26,19002,45,5556,1,365,20000,10,0,1,27.78,12.33,1.0
VEH04248,Opel,Mokka,2015,2015-03-03,Essence,Professionnel,107741,11141,2024-11-21,83399,384,24342,7,328,12000,5,1,9,202.85,117.07,0.78
VEH04249,Hyundai,Tucson,2013,2013-11-15,Diesel,Personnel,306249,28023,2024-12-05,287057,370,19192,11,365,20000,5,0,11,95.96,101.37,1.0
VEH04250,Hyundai,Tucson,2024,2024-06-17,Essence,Personnel,676,29131,2025-04-26,0,228,10547,1,365,15000,8,0,0,70.31,62.47,1.0
VEH04251,Opel,Insignia,2017,2017-05-05,Diesel,Flotte,137941,19450,2025-09-09,115231,92,22710,7,310,14000,8,1,7,162.21,29.68,1.0
VEH04252,Ford,Focus,2022,2022-08-11,Électrique,Professionnel,47887,21224,2025-07-23,26712,140,21175,2,657,24000,9,0,2,88.23,21.31,1.0
VEH04253,Skoda,Karoq,2018,2018-11-28,Essence,Professionnel,137640,22126,2025-08-30,125239,102,12401,4,328,12000,8,0,6,103.34,31.1,0.67
VEH04254,Audi,Q5,2018,2018-11-25,Essence,Flotte,166333,27508,2025-05-23,160784,201,5549,6,310,10500,8,3,6,52.85,64.84,1.0
VEH04255,Citroën,C5 Aircross,2016,2016-08-03,Diesel,Personnel,240790,29158,2025-02-15,218576,298,22214,6,365,20000,5,1,8,111.07,81.64,0.75
VEH04256,Skoda,Fabia,2021,2021-03-24,Diesel,Personnel,88243,28404,2025-01-21,65251,323,22992,3,365,20000,7,0,3,114.96,88.49,1.0
VEH04257,Toyota,Yaris,2015,2015-04-27,Diesel,Personnel,123095,13935,2025-02-15,113045,298,10050,9,365,20000,6,0,9,50.25,81.64,1.0
VEH04258,Audi,Q3,2022,2022-02-20,Hybride,Professionnel,47195,23806,2024-12-02,26702,373,20493,1,328,12000,8,0,2,170.78,113.72,0.5
VEH04259,BMW,Série 5,2010,2010-07-19,Électrique,Personnel,213410,15278,2024-12-02,194230,373,19180,10,730,30000,4,3,14,63.93,51.1,0.71
VEH04260,Volkswagen,Golf,2022,2022-04-23,Essence,Personnel,45212,23877,2025-01-18,28142,326,17070,2,365,15000,8,0,2,113.8,89.32,1.0
VEH04261,Toyota,Camry,2013,2013-08-07,Hybride,Personnel,316321,28872,2025-05-01,295607,223,20714,11,365,15000,5,2,11,138.09,61.1,1.0
VEH04262,Renault,Clio,2010,2010-01-13,Diesel,Personnel,411316,28881,2025-01-01,394816,343,16500,14,365,20000,3,0,14,82.5,93.97,1.0
VEH04263,Volkswagen,Polo,2015,2015-11-22,Diesel,Personnel,192687,21049,2024-11-15,188350,390,4337,6,365,20000,6,0,9,21.68,106.85,0.67
VEH04264,Kia,Niro,2010,2010-01-16,Électrique,Professionnel,137940,10043,2025-10-10,135738,61,2202,10,657,24000,6,0,14,9.18,9.28,0.71
VEH04265,Ford,Focus,2023,2023-10-02,Essence,Flotte,17009,18440,2024-09-24,13838,442,3171,1,310,10500,7,0,1,30.2,142.58,1.0
VEH04266,Peugeot,508,2016,2016-10-07,Hybride,Flotte,141042,16801,2025-10-04,138872,67,2170,7,310,10500,8,0,8,20.67,21.61,0.88
VEH04267,Peugeot,208,2023,2023-02-10,Hybride,Flotte,30110,28115,2025-10-21,25438,50,4672,1,310,10500,9,0,1,44.5,16.13,1.0
VEH04268,Citroën,C4 Cactus,2012,2012-06-04,Électrique,Flotte,322360,26593,2025-07-22,315933,141,6427,15,620,21000,7,0,12,30.6,22.74,1.25
VEH04269,Citroën,C3,2011,2011-08-01,Hybride,Personnel,172770,13109,2025-07-24,160893,139,11877,11,365,15000,5,0,13,79.18,38.08,0.85
VEH04270,Mercedes,Classe B,2012,2012-12-03,Électrique,Professionnel,307652,24982,2024-10-21,301002,415,6650,10,657,24000,4,1,12,27.71,63.17,0.83
VEH04271,Toyota,RAV4,2019,2019-06-01,Hybride,Personnel,69778,13591,2025-09-19,59526,82,10252,4,365,15000,8,0,5,68.35,22.47,0.8
